Subject,Grade,Strand,SubStrand,ItemType,ItemText
Mathematics,Grade 8,Data handling and probability,Probability,LearningOutcome,appreciate the use of probability in real life situations
Mathematics,Grade 8,Data handling and probability,Probability,KeyInquiryQuestion,How can probability be used in making predictions?
Pre-Technical Studies,Grade 8,Materials,Wood,LearningOutcome,identify types of wood
Pre-Technical Studies,Grade 8,Materials,Wood,LearningOutcome,state the properties of different types of wood
Pre-Technical Studies,Grade 8,Materials,Wood,LearningOutcome,select appropriate wood for a given task
Pre-Technical Studies,Grade 8,Materials,Wood,LearningOutcome,appreciate different types of wood
Pre-Technical Studies,Grade 8,Materials,Wood,KeyInquiryQuestion,How are different types of wood used?
Pre-Technical Studies,Grade 8,Materials,Metalwork,LearningOutcome,identify types of metals
Pre-Technical Studies,Grade 8,Materials,Metalwork,LearningOutcome,state the properties of different types of metals
Pre-Technical Studies,Grade 8,Materials,Metalwork,LearningOutcome,select appropriate metals for a given task
Pre-Technical Studies,Grade 8,Materials,Metalwork,LearningOutcome,appreciate different types of metals
Pre-Technical Studies,Grade 8,Materials,Metalwork,KeyInquiryQuestion,How are different types of metals used?
Pre-Technical Studies,Grade 8,Materials,Plastics,LearningOutcome,identify types of plastics
Pre-Technical Studies,Grade 8,Materials,Plastics,LearningOutcome,state the properties of different types of plastics
Pre-Technical Studies,Grade 8,Materials,Plastics,LearningOutcome,select appropriate plastic for a given task
Pre-Technical Studies,Grade 8,Materials,Plastics,LearningOutcome,appreciate different types of plastics
Pre-Technical Studies,Grade 8,Materials,Plastics,KeyInquiryQuestion,How are different types of plastics used?
Pre-Technical Studies,Grade 8,Tools,Measuring and Marking out tools,LearningOutcome,identify measuring and marking out tools
Pre-Technical Studies,Grade 8,Tools,Measuring and Marking out tools,LearningOutcome,use measuring and marking out tools correctly
Pre-Technical Studies,Grade 8,Tools,Measuring and Marking out tools,LearningOutcome,maintain measuring and marking out tools
Pre-Technical Studies,Grade 8,Tools,Measuring and Marking out tools,LearningOutcome,appreciate the use of measuring and marking out tools
Pre-Technical Studies,Grade 8,Tools,Measuring and Marking out tools,KeyInquiryQuestion,How are measuring and marking out tools used and maintained?
Pre-Technical Studies,Grade 8,Drawings,Orthographic projection,LearningOutcome,explain the meaning of orthographic projection
Pre-Technical Studies,Grade 8,Drawings,Orthographic projection,LearningOutcome,draw orthographic views of simple objects in first angle projection
Pre-Technical Studies,Grade 8,Drawings,Orthographic projection,LearningOutcome,appreciate the use of orthographic projection in communicating ideas
Pre-Technical Studies,Grade 8,Drawings,Orthographic projection,KeyInquiryQuestion,How are orthographic drawings used to communicate ideas?
Pre-Technical Studies,Grade 8,Drawings,Development of surfaces,LearningOutcome,explain the meaning of surface development
Pre-Technical Studies,Grade 8,Drawings,Development of surfaces,LearningOutcome,make developments of simple objects
Pre-Technical Studies,Grade 8,Drawings,Development of surfaces,LearningOutcome,appreciate the importance of surface development in real life
Pre-Technical Studies,Grade 8,Drawings,Development of surfaces,KeyInquiryQuestion,Why is surface development important?
Pre-Technical Studies,Grade 8,Business Studies,Financial Literacy,LearningOutcome,"identify ways of earning, spending and saving money"
Pre-Technical Studies,Grade 8,Business Studies,Financial Literacy,LearningOutcome,prepare a personal budget
Pre-Technical Studies,Grade 8,Business Studies,Financial Literacy,LearningOutcome,make wise spending decisions
Pre-Technical Studies,Grade 8,Business Studies,Financial Literacy,LearningOutcome,appreciate the importance of saving money
Pre-Technical Studies,Grade 8,Business Studies,Financial Literacy,KeyInquiryQuestion,How can one manage their finances?
Pre-Technical Studies,Grade 8,Home Science,Healthy living,LearningOutcome,explain the importance of healthy living
Pre-Technical Studies,Grade 8,Home Science,Healthy living,LearningOutcome,identify factors that promote healthy living
Pre-Technical Studies,Grade 8,Home Science,Healthy living,LearningOutcome,practice healthy living
Pre-Technical Studies,Grade 8,Home Science,Healthy living,LearningOutcome,appreciate the importance of healthy living
Pre-Technical Studies,Grade 8,Home Science,Healthy living,KeyInquiryQuestion,Why is healthy living important?
Pre-Technical Studies,Grade 8,Home Science,Laundry work,LearningOutcome,identify items and equipment used for laundry work
Pre-Technical Studies,Grade 8,Home Science,Laundry work,LearningOutcome,launder different fabrics
Pre-Technical Studies,Grade 8,Home Science,Laundry work,LearningOutcome,observe safety during laundry work
Pre-Technical Studies,Grade 8,Home Science,Laundry work,LearningOutcome,appreciate the importance of doing laundry
Pre-Technical Studies,Grade 8,Home Science,Laundry work,KeyInquiryQuestion,How is laundry work carried out?
Social Studies,Grade 8,"People,  Places and Environment",Africa the cradle of humankind,LearningOutcome,explain the meaning of the term 'cradle of humankind'
Social Studies,Grade 8,"People,  Places and Environment",Africa the cradle of humankind,LearningOutcome,explain the importance of the Great Rift Valley in the study of the origin of humankind
Social Studies,Grade 8,"People,  Places and Environment",Africa the cradle of humankind,LearningOutcome,describe the characteristics of the main hominids found in Eastern Africa
Social Studies,Grade 8,"People,  Places and Environment",Africa the cradle of humankind,LearningOutcome,appreciate Africa as the cradle of humankind
Social Studies,Grade 8,"People,  Places and Environment",Africa the cradle of humankind,KeyInquiryQuestion,Why is Africa regarded as the cradle of humankind?
Social Studies,Grade 8,"People,  Places and Environment",The movement of people,LearningOutcome,define the term migration
Social Studies,Grade 8,"People,  Places and Environment",The movement of people,LearningOutcome,describe the migration and settlement of the major language groups in Eastern Africa
Social Studies,Grade 8,"People,  Places and Environment",The movement of people,LearningOutcome,explain the causes and effects of the migration
Social Studies,Grade 8,"People,  Places and Environment",The movement of people,LearningOutcome,appreciate the history of the migration and settlement of people in Eastern Africa
Social Studies,Grade 8,"People,  Places and Environment",The movement of people,KeyInquiryQuestion,What were the causes and effects of the migration of the major language groups in Eastern Africa?
Social Studies,Grade 8,"People,  Places and Environment",Citizenship in traditional African societies,LearningOutcome,explain how an individual became a member of a community in traditional African societies
Social Studies,Grade 8,"People,  Places and Environment",Citizenship in traditional African societies,LearningOutcome,describe the rights and obligations of an individual in traditional African societies
Social Studies,Grade 8,"People,  Places and Environment",Citizenship in traditional African societies,LearningOutcome,discuss the importance of responsible citizenship in traditional African societies
Social Studies,Grade 8,"People,  Places and Environment",Citizenship in traditional African societies,LearningOutcome,appreciate responsible citizenship
Social Studies,Grade 8,"People,  Places and Environment",Citizenship in traditional African societies,KeyInquiryQuestion,What was the importance of responsible citizenship in traditional African Societies?
Social Studies,Grade 8,Historical and Government Information,Sources of historical and government information,LearningOutcome,identify written sources of historical and government information
Social Studies,Grade 8,Historical and Government Information,Sources of historical and government information,LearningOutcome,describe the advantages and disadvantages of using written sources
Social Studies,Grade 8,Historical and Government Information,Sources of historical and government information,LearningOutcome,analyse information from written sources
Social Studies,Grade 8,Historical and Government Information,Sources of historical and government information,LearningOutcome,appreciate the use of written sources of historical and government information
Social Studies,Grade 8,Historical and Government Information,Sources of historical and government information,KeyInquiryQuestion,How can one obtain historical and government information from written sources?
Social Studies,Grade 8,Socio-economic and Political Systems,"Social,  economic and political systems of communities in Eastern Africa in the 19th Century",LearningOutcome,"identify the social, economic and political systems of selected communities in Eastern Africa in the 19th Century"
Social Studies,Grade 8,Socio-economic and Political Systems,"Social,  economic and political systems of communities in Eastern Africa in the 19th Century",LearningOutcome,"describe the social, economic and political systems of the selected communities"
Social Studies,Grade 8,Socio-economic and Political Systems,"Social,  economic and political systems of communities in Eastern Africa in the 19th Century",LearningOutcome,"compare the social, economic and political systems of the selected communities"
Social Studies,Grade 8,Socio-economic and Political Systems,"Social,  economic and political systems of communities in Eastern Africa in the 19th Century",LearningOutcome,"appreciate the social, economic and political systems of African communities in the 19th Century"
Social Studies,Grade 8,Socio-economic and Political Systems,"Social,  economic and political systems of communities in Eastern Africa in the 19th Century",KeyInquiryQuestion,"What were the similarities and differences in the social, economic and political systems of communities in Eastern Africa in the 19th Century?"
Social Studies,Grade 8,Socio-economic and Political Systems,Coming of the Europeans,LearningOutcome,identify the reasons for the coming of the Europeans to Eastern Africa
Social Studies,Grade 8,Socio-economic and Political Systems,Coming of the Europeans,LearningOutcome,describe the activities of the early European visitors in Eastern Africa
Social Studies,Grade 8,Socio-economic and Political Systems,Coming of the Europeans,LearningOutcome,explain the impact of the early European visitors in Eastern Africa
Social Studies,Grade 8,Socio-economic and Political Systems,Coming of the Europeans,LearningOutcome,appreciate the work of the early European visitors in Eastern Africa
Social Studies,Grade 8,Socio-economic and Political Systems,Coming of the Europeans,KeyInquiryQuestion,What was the impact of early European visitors in Eastern Africa?
Social Studies,Grade 8,Socio-economic and Political Systems,Colonisation of Eastern Africa,LearningOutcome,explain the reasons for the colonisation of Eastern Africa (The Scramble and Partition)
Social Studies,Grade 8,Socio-economic and Political Systems,Colonisation of Eastern Africa,LearningOutcome,describe the process of the partition of Eastern Africa
Social Studies,Grade 8,Socio-economic and Political Systems,Colonisation of Eastern Africa,LearningOutcome,analyse the effects of the partition of Eastern Africa
Social Studies,Grade 8,Socio-economic and Political Systems,Colonisation of Eastern Africa,LearningOutcome,appreciate the history of the colonization of Eastern Africa
Social Studies,Grade 8,Socio-economic and Political Systems,Colonisation of Eastern Africa,KeyInquiryQuestion,What were the effects of the partition of Eastern Africa?
Social Studies,Grade 8,Socio-economic and Political Systems,Establishment of colonial rule in Kenya,LearningOutcome,explain the methods used by the British to establish colonial rule in Kenya
Social Studies,Grade 8,Socio-economic and Political Systems,Establishment of colonial rule in Kenya,LearningOutcome,describe the African responses to the establishment of colonial rule in Kenya
Social Studies,Grade 8,Socio-economic and Political Systems,Establishment of colonial rule in Kenya,LearningOutcome,analyse the reasons for the varied African responses
Social Studies,Grade 8,Socio-economic and Political Systems,Establishment of colonial rule in Kenya,LearningOutcome,appreciate the different ways through which African communities responded to colonial rule
Social Studies,Grade 8,Socio-economic and Political Systems,Establishment of colonial rule in Kenya,KeyInquiryQuestion,Why did African communities respond differently to the establishment of colonial rule?
Social Studies,Grade 8,Resource Utilisation in Kenya,Sustainable use of resources,LearningOutcome,define the term sustainable use of resources
Social Studies,Grade 8,Resource Utilisation in Kenya,Sustainable use of resources,LearningOutcome,identify ways of sustainable use of resources
Social Studies,Grade 8,Resource Utilisation in Kenya,Sustainable use of resources,LearningOutcome,practice sustainable use of resources in school and at home
Social Studies,Grade 8,Resource Utilisation in Kenya,Sustainable use of resources,LearningOutcome,promote sustainable use of resources
Social Studies,Grade 8,Resource Utilisation in Kenya,Sustainable use of resources,KeyInquiryQuestion,How can we use resources sustainably?
Social Studies,Grade 8,Resource Utilisation in Kenya,National Philosophies,LearningOutcome,identify the National Philosophies of Kenya
Social Studies,Grade 8,Resource Utilisation in Kenya,National Philosophies,LearningOutcome,explain the importance of National Philosophies
Social Studies,Grade 8,Resource Utilisation in Kenya,National Philosophies,LearningOutcome,discuss how National Philosophies promote development in Kenya
Social Studies,Grade 8,Resource Utilisation in Kenya,National Philosophies,LearningOutcome,appreciate the role of National Philosophies in development
